State/UT,District,Disease/Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting
Jharkhand,West Singhbhum,Acute Diarrheal Disease,10,0,05-11-2024,05-11-2024
Karnataka,Chitradurga,Chikungunya,12,0,04-11-2024,04-11-2024
Karnataka,Dakshin Kannad,Hand Foot Mouth Disease (HFMD),241,0,07-11-2024,08-11-2024
Kerala,Ernakulam,Hepatitis A,12,0,05-11-2024,06-11-2024
Kerala,Palakkad,Mumps,38,0,06-11-2024,06-11-2024
Kerala,Palakkad,Mumps,16,0,05-11-2024,05-11-2024
Kerala,Palakkad,Mumps,12,0,04-11-2024,04-11-2024
Kerala,Wayanad,Acute Diarrheal Disease,29,0,07-11-2024,08-11-2024
Madhya Pradesh,Datia,Mumps,12,0,06-11-2024,06-11-2024
Madhya Pradesh,Satna,Cholera,25,0,05-11-2024,05-11-2024
Maharashtra,Ahmednagar,Dengue,23,0,06-11-2024,07-11-2024
Maharashtra,Chandrapur,Acute Diarrheal Disease,61,0,05-11-2024,07-11-2024
Odisha,Kandhamal,Food Poisoning,6,2,01-11-2024,04-11-2024
Odisha,Sambalpur,Acute Diarrheal Disease,9,0,04-11-2024,04-11-2024
Tamil Nadu,Dindigul,Hepatitis A,18,0,04-11-2024,06-11-2024
Tamil Nadu,Namakkal,Mumps,7,0,07-11-2024,08-11-2024
Tamil Nadu,Namakkal,Mumps,5,0,05-11-2024,05-11-2024
Tamil Nadu,Ranipet,Human Rabies,1,1,30-10-2024,04-11-2024
Tamil Nadu,Salem,Mumps,17,0,08-11-2024,09-11-2024
Tamil Nadu,Tiruchirappalli,Mumps,18,0,06-11-2024,06-11-2024
Telangana,Nirmal,Food Poisoning,16,0,05-11-2024,06-11-2024
West Bengal,24 Parganas South,Acute Diarrheal Disease,26,0,06-11-2024,06-11-2024
West Bengal,Birbhum,Acute Diarrheal Disease,32,1,02-11-2024,07-11-2024
West Bengal,Hooghly,Acute Diarrheal Disease,38,0,04-11-2024,05-11-2024
West Bengal,Purulia,Acute Diarrheal Disease,14,0,05-11-2024,07-11-2024
Jharkhand,Chatra,Malaria,5,0,09-10-2024,
Kerala,Kollam,Amoebic Encephalitis,1,0,13-10-2024,
Madhya Pradesh,Chhatarpur,Measles,16,0,23-10-2024,
Uttar Pradesh,Barabanki,Acute Diarrheal Disease,31,0,23-10-2024,
Andhra Pradesh,Visakhapatanam,Food Poisoning,48,0,11-11-2024,13-11-2024
Assam,Charaideo,Mumps,8,0,12-11-2024,12-11-2024
Assam,Goalpara,Dengue,24,0,10-11-2024,14-11-2024
Bihar,Patna,Food Poisoning,6,2,10-11-2024,13-11-2024
Bihar,Vaishali,Measles,45,0,11-11-2024,12-11-2024
Gujarat,Bharuch,Food Poisoning,48,0,10-11-2024,11-11-2024
Gujarat,Navsari,Acute Diarrheal Disease,9,0,12-11-2024,13-11-2024
Himachal Pradesh,Kangra,Jaundice,20,0,13-11-2024,15-11-2024
Jammu and Kashmir,Baramulla,Chickenpox,14,0,13-11-2024,15-11-2024
Jammu and Kashmir,Kulgam,Hepatitis A,12,0,12-11-2024,16-11-2024
Jharkhand,Dumka,Acute Diarrheal Disease,12,0,15-11-2024,16-11-2024
Jharkhand,Giridih,Typhoid,8,0,14-11-2024,14-11-2024
Jharkhand,Godda,Malaria,10,0,11-11-2024,12-11-2024
Jharkhand,Sahebganj,Malaria,18,0,10-11-2024,13-11-2024
Karnataka,Bidar,Food Poisoning,56,0,13-11-2024,14-11-2024
Karnataka,Haveri,Food Poisoning,64,0,11-11-2024,11-11-2024
Karnataka,Kalaburagi,Acute Diarrheal Disease,31,0,13-11-2024,14-11-2024
Karnataka,Mandya,Food Poisoning,61,0,16-11-2024,16-11-2024
Karnataka,Mysuru,Food Poisoning,22,0,14-11-2024,15-11-2024
Kerala,Ernakulam,Hepatitis A,39,0,11-11-2024,13-11-2024
Kerala,Ernakulam,Mumps,10,0,12-11-2024,12-11-2024
Kerala,Kozhikode,Hepatitis A,105,0,13-11-2024,13-11-2024
Kerala,Palakkad,Food Poisoning,20,0,15-11-2024,16-11-2024
Kerala,Palakkad,Mumps,23,0,14-11-2024,14-11-2024
Kerala,Palakkad,Mumps,20,0,13-11-2024,13-11-2024
Kerala,Wayanad,Food Poisoning,9,1,11-11-2024,17-11-2024
Kerala,Wayanad,Food Poisoning,86,0,17-11-2024,17-11-2024
Madhya Pradesh,Gwalior,Food Poisoning,20,0,12-11-2024,13-11-2024
Madhya Pradesh,Shivpuri,Food Poisoning,45,0,09-11-2024,12-11-2024
Maharashtra,Nashik,Acute Diarrheal Disease,21,1,13-11-2024,14-11-2024
Maharashtra,Parbhani,Chikungunya,14,0,12-11-2024,14-11-2024
Maharashtra,Raigad,Chikungunya,27,0,09-11-2024,14-11-2024
Maharashtra,Sindhudurg,Leptospirosis,1,1,14-11-2024,14-11-2024
Odisha,Gajapati,Chickenpox,20,0,10-11-2024,16-11-2024
Tamil Nadu,Dindigul,Food Poisoning,82,0,13-11-2024,14-11-2024
Tamil Nadu,Kallakurichi,Hepatitis A,20,0,16-11-2024,16-11-2024
Tamil Nadu,Namakkal,Mumps,12,0,13-11-2024,13-11-2024
Tamil Nadu,Namakkal,Mumps,15,0,13-11-2024,13-11-2024
Tamil Nadu,Theni,Typhoid,14,0,12-11-2024,13-11-2024
Tamil Nadu,Theni,Mumps,6,0,12-11-2024,13-11-2024
Uttar Pradesh,Unnao,Food Poisoning,35,0,11-11-2024,13-11-2024
West Bengal,Birbhum,Acute Diarrheal Disease,15,0,13-11-2024,15-11-2024
West Bengal,Purba Bardhaman,Acute Diarrheal Disease,38,0,11-11-2024,13-11-2024
West Bengal,Purulia,Acute Diarrheal Disease,26,0,12-11-2024,13-11-2024
Andhra Pradesh,Alluri Sitharama Raju,Food Poisoning,24,0,03-01-2024,
Karnataka,Chamarajanagar,Cholera,15,0,05-11-2024,
Kerala,Ernakulam,Mumps,42,0,07-11-2024,
Kerala,Thrissur,Mumps,35,0,04-11-2024,
Uttar Pradesh,Meerut,Chikungunya & Dengue,235,0,05-11-2024,
Uttar Pradesh,Meerut,Food Poisoning,204,0,04-10-2024,
Andhra Pradesh,SPSR Nellore,Acute Diarrheal Disease,42,0,18-11-2024,19-11-2024
Andhra Pradesh,Tirupati,Food Poisoning,17,0,19-11-2024,21-11-2024
Andhra Pradesh,Visakhapatanam,Acute Diarrheal Disease,48,0,22-11-2024,23-11-2024
Assam,Charaideo,Japanese Encephalitis,1,1,19-11-2024,21-11-2024
Assam,Darrang,Food Poisoning,33,0,17-11-2024,18-11-2024
Assam,Kokrajhar,Malaria,624,0,23-01-2024,24-11-2024
Assam,Kokrajhar,Malaria,333,1,16-11-2024,18-11-2024
Assam,Lakhimpur,Chickenpox,6,0,19-11-2024,19-11-2024
Chhattisgarh,Balod,Acute Diarrheal Disease,85,0,17-11-2024,18-11-2024
Chhattisgarh,Bemetara,Measles,49,0,20-11-2024,21-11-2024
Chhattisgarh,Sukma,Malaria,142,0,17-01-2024,21-11-2024
Gujarat,Anand,Acute Diarrheal Disease,86,0,19-11-2024,20-11-2024
Jammu and Kashmir,Baramulla,Hepatitis A,21,0,18-11-2024,18-11-2024
Jharkhand,Dumka,Acute Diarrheal Disease,34,0,18-11-2024,19-11-2024
Jharkhand,Garhwa,Malaria,8,0,21-11-2024,21-11-2024
Jharkhand,Hazaribagh,Chikungunya,5,0,16-11-2024,19-11-2024
Jharkhand,Simdega,Malaria,31,0,23-11-2024,23-11-2024
Jharkhand,Simdega,Malaria,13,0,20-11-2024,22-11-2024
Karnataka,Belagavi,Acute Diarrheal Disease,48,0,19-11-2024,20-11-2024
Karnataka,Chitradurga,Food Poisoning,64,0,20-11-2024,21-11-2024
Karnataka,Uttar Kannad,Mumps,13,0,22-11-2024,22-11-2024
Kerala,Ernakulam,Acute Diarrheal Disease,31,0,24-11-2024,24-11-2024
Kerala,Ernakulam,Acute Diarrheal Disease,62,0,18-11-2024,22-11-2024
Kerala,Ernakulam,Food Poisoning,107,0,18-11-2024,18-11-2024
Kerala,Kannur,Hepatitis A,23,0,16-11-2024,19-11-2024
Kerala,Kasaragod,Hepatitis A,11,0,21-11-2024,23-11-2024
Kerala,Kasaragod,Food Poisoning,74,0,21-11-2024,23-11-2024
Kerala,Kottayam,Mumps,9,0,19-11-2024,21-11-2024
Kerala,Kottayam,Chickenpox,12,0,15-11-2024,20-11-2024
Kerala,Kozhikode,Dengue,22,0,16-11-2024,19-11-2024
Kerala,Palakkad,Mumps,20,0,23-11-2024,23-11-2024
Kerala,Palakkad,Mumps,18,0,21-11-2024,21-11-2024
Kerala,Palakkad,Mumps,17,0,19-11-2024,19-11-2024
Kerala,Thiruvananthapuram,Chickenpox,176,0,22-11-2024,23-11-2024
Kerala,Wayanad,Food Poisoning,95,0,21-11-2024,21-11-2024
Kerala,Wayanad,Mumps,33,0,18-11-2024,19-11-2024
Madhya Pradesh,Betul,Food Poisoning,30,0,17-11-2024,18-11-2024
Madhya Pradesh,Jhabua,Acute Diarrheal Disease,16,0,20-11-2024,20-11-2024
Madhya Pradesh,Khargone,Acute Diarrheal Disease,103,0,17-11-2024,19-11-2024
Maharashtra,Wardha,Dengue,5,1,21-11-2024,22-11-2024
Manipur,Tengnoupal,Food Poisoning,119,0,19-11-2024,21-11-2024
Mizoram,Aizawl,Food Poisoning,80,0,20-11-2024,20-11-2024
Tamil Nadu,Kallakurichi,Mumps,14,0,23-11-2024,23-11-2024
Tamil Nadu,Tenkasi,Hepatitis A,5,0,21-11-2024,22-11-2024
Tamil Nadu,Villupuram,Mumps,8,0,18-11-2024,18-11-2024
Uttar Pradesh,Barabanki,Fever,14,0,15-11-2024,22-11-2024
West Bengal,Dinajpur Dakshin,Chikungunya,59,0,16-11-2024,19-11-2024
Assam,Darrang,Food Poisoning,60,0,14-11-2024,
Bihar,Bhojpur,Food Poisoning,34,0,07-11-2024,
Meghalaya,West Khasi Hills,Human Rabies,1,1,14-11-2024,
Odisha,Khordha,Hepatitis A,6,0,13-01-2024,
Tamil Nadu,Tirunelveli,Dengue,22,0,12-11-2024,
West Bengal,Maldah,Chikungunya,24,0,24-10-2024,
Andhra Pradesh,Visakhapatanam,Acute Diarrheal Disease,48,0,26-11-2024,26-11-2024
Arunachal Pradesh,West Kameng,Chickenpox,17,0,26-11-2024,26-11-2024
Arunachal Pradesh,West Siang,Chickenpox,6,0,30-11-2024,01-12-2024
Assam,Hailakandi,Measles,9,0,29-11-2024,29-11-2024
Assam,Sonitpur,Acute Diarrheal Disease,32,0,27-11-2024,28-11-2024
Chhattisgarh,Durg,Acute Diarrheal Disease,42,0,28-11-2024,28-11-2024
Gujarat,Kheda,Acute Diarrheal Disease,12,0,30-11-2024,30-11-2024
Jammu and Kashmir,Udhampur,Chikungunya,8,0,27-11-2024,27-11-2024
Jharkhand,Chatra,Malaria,11,0,25-11-2024,26-11-2024
Karnataka,Haveri,Acute Diarrheal Disease,41,0,28-11-2024,28-11-2024
Karnataka,Mandya,Food Poisoning,46,0,21-11-2024,25-11-2024
Karnataka,Uttar Kannad,Mumps,24,0,28-11-2024,29-11-2024
Kerala,Ernakulam,Hepatitis A,19,0,28-11-2024,28-11-2024
Kerala,Ernakulam,Hepatitis A,10,0,22-11-2024,27-11-2024
Kerala,Kottayam,Hepatitis A,13,0,22-11-2024,25-11-2024
Kerala,Malappuram,Mumps,15,0,29-11-2024,29-11-2024
Kerala,Palakkad,Mumps,16,0,27-11-2024,29-11-2024
Kerala,Palakkad,Mumps,17,0,29-11-2024,29-11-2024
Kerala,Palakkad,Mumps,34,0,25-11-2024,26-11-2024
Kerala,Pathanamthitta,Food Poisoning,16,0,25-11-2024,25-11-2024
Madhya Pradesh,Datia,Measles,10,0,29-11-2024,29-11-2024
Madhya Pradesh,Panna,Food Poisoning,10,0,25-11-2024,27-11-2024
Madhya Pradesh,Sagar,Measles,7,1,21-11-2024,28-11-2024
Madhya Pradesh,Sheopur,Measles,20,0,29-11-2024,29-11-2024
Maharashtra,Amravati,Chikungunya,12,0,25-11-2024,26-11-2024
Maharashtra,Kolhapur,Acute Diarrheal Disease,165,0,30-11-2024,30-11-2024
Maharashtra,Kolhapur,Hepatitis A,18,0,25-11-2024,25-11-2024
Maharashtra,Nanded,Chikungunya,14,0,26-11-2024,27-11-2024
Maharashtra,Palghar,Leptospirosis,7,1,23-11-2024,25-11-2024
Maharashtra,Pune,Zika Virus,1,0,25-11-2024,27-11-2024
Maharashtra,Sindhudurg,Hepatitis A,10,0,30-11-2024,30-11-2024
Maharashtra,Washim,Dengue,9,0,30-11-2024,30-11-2024
Meghalaya,South Garo Hills,Measles,34,0,28-11-2024,28-11-2024
Odisha,Khordha,Food Poisoning,10,0,28-11-2024,29-11-2024
Odisha,Nayagarh,Acute Diarrheal Disease,19,0,30-11-2024,01-12-2024
Tamil Nadu,Coimbatore,Mumps,11,0,29-11-2024,29-11-2024
Tamil Nadu,Nagapattinam,Mumps,12,0,26-11-2024,26-11-2024
Tamil Nadu,Tenkasi,Dengue,8,0,30-11-2024,02-12-2024
Tamil Nadu,The Nilgiris,Mumps,12,0,24-11-2024,25-11-2024
Tamil Nadu,Tiruvannamalai,Acute Diarrheal Disease,23,0,27-11-2024,29-11-2024
Tamil Nadu,Tuticorin,Mumps,9,0,25-11-2024,27-11-2024
Tamil Nadu,Villupuram,Acute Diarrheal Disease,9,0,23-11-2024,25-11-2024
Uttar Pradesh,Fatehpur,Acute Diarrheal Disease,15,0,27-11-2024,28-11-2024
Uttar Pradesh,Jaunpur,Mumps,21,0,25-11-2024,29-11-2024
Uttarakhand,Pauri Garhwal,Food Poisoning,32,0,26-11-2024,28-11-2024
West Bengal,Murshidabad,Acute Diarrheal Disease,27,0,24-11-2024,25-11-2024
Odisha,Kendujhar,Food Poisoning,6,1,28-10-2024,
Rajasthan,Sirohi,Malaria,41,3,15-11-2024,
Assam,Chirang,Malaria,7,0,06-12-2024,06-12-2024
Assam,Lakhimpur,Human Rabies,1,1,06-12-2024,07-12-2024
Assam,Lakhimpur,Acute Diarrheal Disease,13,0,05-12-2024,05-12-2024
Bihar,Katihar,Fever with Rash,29,0,30-11-2024,03-12-2024
Gujarat,Mahesana,Hepatitis A,16,0,04-12-2024,04-12-2024
Jharkhand,Chatra,Malaria,17,0,05-12-2024,07-12-2024
Karnataka,Mandya,Typhoid,18,0,03-12-2024,04-12-2024
Karnataka,Mysuru,Cholera,235,0,05-12-2024,05-12-2024
Karnataka,Udupi,Japanese Encephalitis,1,1,06-12-2024,07-12-2024
Kerala,Ernakulam,Acute Diarrheal Disease,72,0,07-12-2024,08-12-2024
Kerala,Malappuram,Mumps,9,0,03-12-2024,07-12-2024
Kerala,Palakkad,Mumps,12,0,06-12-2024,06-12-2024
Kerala,Thrissur,Hepatitis A,20,0,05-12-2024,08-12-2024
Kerala,Wayanad,Scrub Typhus,3,1,30-11-2024,06-12-2024
Madhya Pradesh,Gwalior,Chikungunya,65,0,03-12-2024,03-12-2024
Madhya Pradesh,Jabalpur,Mumps,29,0,07-12-2024,07-12-2024
Maharashtra,Sangli,Hepatitis A,9,0,05-12-2024,06-12-2024
Odisha,Balangir,Food Poisoning,13,0,04-12-2024,04-12-2024
Odisha,Bargarh,Acute Diarrheal Disease,11,0,04-12-2024,04-12-2024
Odisha,Kendujhar,Hepatitis A,10,0,05-12-2024,07-12-2024
Odisha,Khordha,Measles,43,0,06-12-2024,07-12-2024
Odisha,Nayagarh,Hepatitis A,72,0,04-12-2024,05-12-2024
Tamil Nadu,Ariyalur,Acute Diarrheal Disease,39,0,03-12-2024,04-12-2024
Tamil Nadu,Chengalpattu,Acute Diarrheal Disease,34,0,05-12-2024,06-12-2024
Tamil Nadu,Madurai,Mumps,29,0,30-11-2024,02-12-2024
Tamil Nadu,Namakkal,Mumps,12,0,04-12-2024,04-12-2024
Tamil Nadu,Tirupathur,Mumps,9,0,07-12-2024,07-12-2024
Uttar Pradesh,Mirzapur,Measles,4,0,26-11-2024,07-12-2024
West Bengal,Purulia,Acute Diarrheal Disease,31,0,27-11-2024,02-12-2024
Meghalaya,West Garo Hills,Typhoid,86,0,06-11-2024,
Meghalaya,West Garo Hills,Scrub Typhus,35,0,06-11-2024,
Arunachal Pradesh,East Kameng,Measles,11,0,25-01-2024,25-01-2024
D&N Haveli and Daman and Diu,Daman,Food Poisoning,24,0,23-01-2024,23-01-2024
Gujarat,Gandhinagar,Acute Diarrheal Disease,117,0,23-01-2024,24-01-2024
Gujarat,Valsad,Acute Diarrheal Disease,73,0,22-01-2024,23-01-2024
Jammu and Kashmir,Badgam,Jaundice,46,0,24-01-2024,25-01-2024
Jharkhand,Khunti,Measles,3,0,26-01-2024,27-01-2024
Karnataka,Haveri,Acute Diarrheal Disease,54,0,22-01-2024,24-01-2024
Karnataka,Raichur,Chikungunya,9,0,25-01-2024,26-01-2024
Kerala,Alappuzha,Mumps,9,0,28-01-2024,28-01-2024
Kerala,Ernakulam,Acute Diarrheal Disease,123,0,23-01-2024,28-01-2024
Kerala,Kannur,Melioidosis,1,0,25-01-2024,27-01-2024
Kerala,Kannur,Melioidosis,1,0,22-01-2024,23-01-2024
Kerala,Kozhikode,Hepatitis A,27,0,24-01-2024,24-01-2024
Kerala,Palakkad,Chicken Pox,28,0,23-01-2024,23-01-2024
Madhya Pradesh,Rewa,Food Poisoning,64,0,26-01-2024,27-01-2024
Maharashtra,Buldhana,Mumps,5,0,25-01-2024,25-01-2024
Maharashtra,Palghar,Dengue,16,0,24-01-2024,24-01-2024
Odisha,Cuttack,Food Poisoning,34,0,25-01-2024,25-01-2024
Odisha,Ganjam,Acute Diarrheal Disease,19,0,23-01-2024,23-01-2024
Odisha,Sundargarh,Food Poisoning,27,0,27-01-2024,28-01-2024
Punjab,Firozepur,Measles,4,0,25-01-2024,26-01-2024
Tamil Nadu,Thanjavur,Mumps,17,0,24-01-2024,26-01-2024
Tamil Nadu,Thiruvallur,Chickenpox,14,0,22-01-2024,22-01-2024
Assam,Lakhimpur,Leptospirosis,4,0,22-12-2023,
Kerala,Thrissur,Chickenpox,23,0,15-01-2024,
Meghalaya,East Khasi Hills,Measles,66,1,08-01-2024,
Meghalaya,West Jaintia Hills,Measles,24,0,15-01-2024,
Meghalaya,West Jaintia Hills,Human Rabies,1,1,17-01-2024,
Uttar Pradesh,Bhadohi,Measles,6,0,09-01-2024,
Andhra Pradesh,Alluri Sitharama Raju,Food Poisoning,8,0,09/12/2024,12/12/2024
Andhra Pradesh,Y.S.R.,Acute Diarrheal Disease,33,0,12/12/2024,12/12/2024
Assam,Barpeta,Typhoid,5,0,09/12/2024,09/12/2024
Assam,Chirang,Malaria,23,0,09/12/2024,09/12/2024
Assam,Hailakandi,Measles,47,0,11/12/2024,11/12/2024
Bihar,Gaya,Chickenpox,11,0,12/12/2024,13/12/2024
Bihar,Madhepura,Paratyphoid,65,0,09/12/2024,10/12/2024
Bihar,Vaishali,Typhoid,5,0,14/12/2024,14/12/2024
Chhattisgarh,Bijapur,Food Poisoning,53,1,09/12/2024,10/12/2024
Chhattisgarh,Janjgir-Champa,Jaundice,13,0,12/12/2024,12/12/2024
Goa,North Goa,Scrub Typhus,6,0,09/12/2024,09/12/2024
Gujarat,Junagadh,Food Poisoning,23,0,08/12/2024,09/12/2024
Gujarat,Narmada,Food Poisoning,60,0,08/12/2024,09/12/2024
Haryana,Nuh,Chickenpox,15,0,13/12/2024,13/12/2024
Jammu and Kashmir,Rajauri,Others,39,16,09/12/2024,12/12/2024
Jharkhand,Giridih,Typhoid,8,0,10/12/2024,10/12/2024
Jharkhand,Lohardaga,Food Poisoning,12,0,12/12/2024,14/12/2024
Jharkhand,Sahebganj,Malaria,30,0,05/12/2024,11/12/2024
Jharkhand,West Singhbhum,Malaria,43,0,11/12/2024,13/12/2024
Kerala,Ernakulam,Mumps,8,0,07/12/2024,11/12/2024
Kerala,Ernakulam,Mumps,5,0,06/12/2024,11/12/2024
Kerala,Ernakulam,Acute Diarrheal Disease,43,0,10/12/2024,11/12/2024
Kerala,Kannur,Hepatitis A,18,0,09/12/2024,12/12/2024
Kerala,Kottayam,Mumps,8,0,10/12/2024,11/12/2024
Kerala,Palakkad,Mumps,9,0,11/12/2024,13/12/2024
Kerala,Palakkad,Mumps,15,0,11/12/2024,12/12/2024
Kerala,Palakkad,Mumps,20,0,09/12/2024,11/12/2024
Kerala,Palakkad,Food Poisoning,26,0,13/12/2024,13/12/2024
Kerala,Palakkad,Chickenpox,21,0,09/12/2024,09/12/2024
Kerala,Wayanad,Food Poisoning,19,0,10/12/2024,11/12/2024
Madhya Pradesh,East Nimar,Chikungunya,77,0,14/12/2024,15/12/2024
Madhya Pradesh,Jhabua,Food Poisoning,14,0,10/12/2024,11/12/2024
Madhya Pradesh,Ratlam,Fever,2,2,07/12/2024,11/12/2024
Maharashtra,Gadchiroli,Malaria,2,1,09/12/2024,09/12/2024
Maharashtra,Thane,Acute Diarrheal Disease,5,1,06/12/2024,09/12/2024
Maharashtra,Wardha,Food Poisoning,39,0,11/12/2024,12/12/2024
Odisha,Kandhamal,Measles,57,0,06/12/2024,13/12/2024
Odisha,Kandhamal,Food Poisoning,39,0,07/12/2024,09/12/2024
Odisha,Malkangiri,Mumps,20,0,14/12/2024,15/12/2024
Odisha,Mayurbhanj,Typhoid,21,0,11/12/2024,11/12/2024
Rajasthan,Pratapgarh,Malaria,11,0,09/12/2024,09/12/2024
Tamil Nadu,Coimbatore,Mumps,14,0,10/12/2024,10/12/2024
Tamil Nadu,Ramanathapuram,Pertussis,3,0,07/12/2024,09/12/2024
Tamil Nadu,Tiruchirappalli,Mumps,11,0,10/12/2024,11/12/2024
Tamil Nadu,Villupuram,Acute Diarrheal Disease,10,0,09/12/2024,11/12/2024
Uttar Pradesh,Prayagraj,Leptospirosis,21,0,07/10/2024,
Assam,Cachar,Acute Diarrheal Disease,13,0,20-12-2024,20-12-2024
Assam,Dibrugarh,Human Rabies,1,1,16-12-2024,17-12-2024
Assam,Hailakandi,Typhoid,4,0,20-12-2024,20-12-2024
Assam,Hailakandi,Typhoid,6,0,17-12-2024,17-12-2024
Assam,Kokrajhar,Acute Diarrheal Disease,15,0,20-12-2024,21-12-2024
Assam,Nagaon,Food Poisoning,18,0,18-12-2024,18-12-2024
Bihar,Madhepura,Acute Diarrheal Disease,14,0,20-12-2024,20-12-2024
Chhattisgarh,Janjgir-Champa,Jaundice,10,0,17-12-2024,19-12-2024
Jammu and Kashmir,Baramulla,Hepatitis A,48,0,17-12-2024,17-12-2024
Jammu and Kashmir,Jammu,Human Rabies,1,1,12-12-2024,21-12-2024
Jammu and Kashmir,Udhampur,Acute Diarrheal Disease,41,0,16-12-2024,16-12-2024
Jharkhand,Bokaro,Human Rabies,1,1,16-12-2024,16-12-2024
Jharkhand,West Singhbhum,Measles,4,0,17-12-2024,19-12-2024
Karnataka,Hassan,Chickenpox,26,0,16-12-2024,17-12-2024
Karnataka,Mandya,Cholera,21,0,17-12-2024,18-12-2024
Kerala,Alappuzha,Mumps,40,0,12-12-2024,16-12-2024
Kerala,Ernakulam,Food Poisoning,33,0,21-12-2024,21-12-2024
Kerala,Ernakulam,Hepatitis A,95,0,18-12-2024,19-12-2024
Kerala,Kannur,Mpox,1,0,13-12-2024,20-12-2024
Kerala,Kannur,Food Poisoning,59,0,14-12-2024,20-12-2024
Kerala,Kannur,Food Poisoning,285,0,15-12-2024,17-12-2024
Kerala,Wayanad,Mpox,1,0,12-12-2024,17-12-2024
Madhya Pradesh,Alirajpur,Measles,24,0,17-12-2024,19-12-2024
Madhya Pradesh,Dhar,Measles,4,0,16-12-2024,16-12-2024
Madhya Pradesh,East Nimar,Chikungunya,57,0,17-12-2024,17-12-2024
Madhya Pradesh,Indore,Food Poisoning,88,0,15-12-2024,16-12-2024
Madhya Pradesh,Mandla,Food Poisoning,20,0,18-12-2024,18-12-2024
Maharashtra,Bhandara,Leptospirosis,3,0,19-12-2024,19-12-2024
Maharashtra,Nandurbar,Food Poisoning,22,0,11-12-2024,16-12-2024
Maharashtra,Sangli,Acute Diarrheal Disease,49,0,17-12-2024,17-12-2024
Odisha,Baleshwar,Fever with Rash,15,0,19-12-2024,20-12-2024
Tamil Nadu,Mayiladuthurai,Acute Diarrheal Disease,15,0,16-12-2024,17-12-2024
Tamil Nadu,Namakkal,Mumps,6,0,19-12-2024,20-12-2024
Tamil Nadu,Virudhunagar,Scrub typhus,27,0,19-12-2024,21-12-2024
West Bengal,Birbhum,Food Poisoning,112,0,16-12-2024,17-12-2024
Jharkhand,Latehar,Paratyphoid,11,0,20-11-2024,
Madhya Pradesh,Rewa,Scrub Typhus,13,0,16-11-2024,
Uttar Pradesh,Mathura,Food Poisoning,97,0,07-12-2024,
Andhra Pradesh,Visakhapatanam,Acute Diarrheal Disease,22,0,28-12-2024,29-12-2024
Andhra Pradesh,Vizianagaram,Acute Diarrheal Disease,24,0,22-12-2024,26-12-2024
Assam,Dhemaji,Typhoid,6,0,23-12-2024,23-12-2024
Assam,Kokrajhar,Malaria,1,1,25-12-2024,26-12-2024
Chhattisgarh,Rajnandgaon,Acute Diarrheal Disease,20,0,22-12-2024,23-12-2024
Goa,South Goa,Food Poisoning,20,0,26-12-2024,26-12-2024
Jammu and Kashmir,Srinagar,Hepatitis A,12,0,28-12-2024,28-12-2024
Jammu and Kashmir,Srinagar,Hepatitis A,12,0,27-12-2024,27-12-2024
Jammu and Kashmir,Srinagar,Hepatitis A,8,0,24-12-2024,24-12-2024
Kerala,Ernakulam,Acute Gastroenteritis,105,0,24-12-2024,25-12-2024
Kerala,Ernakulam,Acute Diarrheal Disease,33,0,23-12-2024,25-12-2024
Kerala,Kannur,Acute Gastroenteritis,145,0,26-12-2024,27-12-2024
Kerala,Kannur,Food Poisoning,21,0,23-12-2024,27-12-2024
Kerala,Kasaragod,Hepatitis A,29,0,23-12-2024,23-12-2024
Kerala,Kasaragod,Food Poisoning,22,0,26-12-2024,28-12-2024
Kerala,Kottayam,Hepatitis A,12,0,20-12-2024,24-12-2024
Kerala,Malappuram,Hepatitis A,25,0,23-12-2024,28-12-2024
Kerala,Palakkad,Acute Gastroenteritis,28,0,26-12-2024,27-12-2024
Kerala,Thiruvananthapuram,Acute Gastroenteritis,41,0,26-12-2024,26-12-2024
Madhya Pradesh,Burhanpur,Chikungunya,50,0,28-12-2024,28-12-2024
Madhya Pradesh,Burhanpur,Typhoid,84,0,23-12-2024,23-12-2024
Maharashtra,Buldhana,Food Poisoning,93,0,24-12-2024,26-12-2024
Maharashtra,Osmanabad,Chikungunya,5,0,22-12-2024,23-12-2024
Punjab,Rupnagar,Hepatitis A,40,0,28-12-2024,28-12-2024
Tamil Nadu,Mayiladuthurai,Chickenpox,12,0,21-12-2024,24-12-2024
Tamil Nadu,Thiruvarur,Acute Diarrheal Disease,25,0,25-12-2024,25-12-2024
Tamil Nadu,Tirupathur,Mumps,34,0,21-12-2024,24-12-2024
Uttar Pradesh,Fatehpur,Chickenpox,18,0,24-12-2024,24-12-2024
Uttar Pradesh,Jaunpur,Scrub Typhus,28,0,28-10-2024,26-12-2024
Uttar Pradesh,Kasganj,Acute Diarrheal Disease,111,2,24-07-2024,27-12-2024
Andhra Pradesh,Anakapalli,Acute Diarrheal Disease,25,0,17-12-2024,
Andhra Pradesh,Sri Sathya Sai,Acute Diarrheal Disease,13,0,17-12-2024,
Kerala,Malappuram,Hepatitis A,80,0,16-12-2024,
Maharashtra,Thane,Human Rabies,1,1,10-12-2024,
Uttar Pradesh,Jaunpur,Scrub Typhus,10,0,22-10-2024,
Bihar,Begusarai,Fever with Rash,11,0,31-01-2024,02-02-2024
Gujarat,Ahmedabad,Cholera,129,0,03-02-2024,03-02-2024
